e4_condition_key,batch_id,condition_id,task_id,course_name,topic,profile_id,agent_id,repeat,provider,model,initial_status,repair_affected,final_status
formal_phase_a_non_reading|DSA-02|P1|doc|r1,formal_phase_a_non_reading,DSA-02|P1|doc|r1,DSA-02,数据结构与算法,红黑树,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-02|P1|path|r1,formal_phase_a_non_reading,DSA-02|P1|path|r1,DSA-02,数据结构与算法,红黑树,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-02|P1|quiz|r1,formal_phase_a_non_reading,DSA-02|P1|quiz|r1,DSA-02,数据结构与算法,红黑树,P1,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-02|P2|code|r1,formal_phase_a_non_reading,DSA-02|P2|code|r1,DSA-02,数据结构与算法,红黑树,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-02|P2|doc|r1,formal_phase_a_non_reading,DSA-02|P2|doc|r1,DSA-02,数据结构与算法,红黑树,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-02|P2|path|r1,formal_phase_a_non_reading,DSA-02|P2|path|r1,DSA-02,数据结构与算法,红黑树,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-02|P2|quiz|r1,formal_phase_a_non_reading,DSA-02|P2|quiz|r1,DSA-02,数据结构与算法,红黑树,P2,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-02|P3|code|r1,formal_phase_a_non_reading,DSA-02|P3|code|r1,DSA-02,数据结构与算法,红黑树,P3,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-02|P3|doc|r1,formal_phase_a_non_reading,DSA-02|P3|doc|r1,DSA-02,数据结构与算法,红黑树,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-02|P3|path|r1,formal_phase_a_non_reading,DSA-02|P3|path|r1,DSA-02,数据结构与算法,红黑树,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-02|P3|quiz|r1,formal_phase_a_non_reading,DSA-02|P3|quiz|r1,DSA-02,数据结构与算法,红黑树,P3,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-03|P1|code|r1,formal_phase_a_non_reading,DSA-03|P1|code|r1,DSA-03,数据结构与算法,KMP 字符串匹配,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-03|P1|doc|r1,formal_phase_a_non_reading,DSA-03|P1|doc|r1,DSA-03,数据结构与算法,KMP 字符串匹配,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-03|P1|path|r1,formal_phase_a_non_reading,DSA-03|P1|path|r1,DSA-03,数据结构与算法,KMP 字符串匹配,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-03|P1|quiz|r1,formal_phase_a_non_reading,DSA-03|P1|quiz|r1,DSA-03,数据结构与算法,KMP 字符串匹配,P1,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-03|P2|code|r1,formal_phase_a_non_reading,DSA-03|P2|code|r1,DSA-03,数据结构与算法,KMP 字符串匹配,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-03|P2|doc|r1,formal_phase_a_non_reading,DSA-03|P2|doc|r1,DSA-03,数据结构与算法,KMP 字符串匹配,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-03|P2|path|r1,formal_phase_a_non_reading,DSA-03|P2|path|r1,DSA-03,数据结构与算法,KMP 字符串匹配,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-03|P2|quiz|r1,formal_phase_a_non_reading,DSA-03|P2|quiz|r1,DSA-03,数据结构与算法,KMP 字符串匹配,P2,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-03|P3|code|r1,formal_phase_a_non_reading,DSA-03|P3|code|r1,DSA-03,数据结构与算法,KMP 字符串匹配,P3,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-03|P3|doc|r1,formal_phase_a_non_reading,DSA-03|P3|doc|r1,DSA-03,数据结构与算法,KMP 字符串匹配,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-03|P3|path|r1,formal_phase_a_non_reading,DSA-03|P3|path|r1,DSA-03,数据结构与算法,KMP 字符串匹配,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-03|P3|quiz|r1,formal_phase_a_non_reading,DSA-03|P3|quiz|r1,DSA-03,数据结构与算法,KMP 字符串匹配,P3,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-04|P1|code|r1,formal_phase_a_non_reading,DSA-04|P1|code|r1,DSA-04,数据结构与算法,拓扑排序,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-04|P1|doc|r1,formal_phase_a_non_reading,DSA-04|P1|doc|r1,DSA-04,数据结构与算法,拓扑排序,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-04|P1|path|r1,formal_phase_a_non_reading,DSA-04|P1|path|r1,DSA-04,数据结构与算法,拓扑排序,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-04|P1|quiz|r1,formal_phase_a_non_reading,DSA-04|P1|quiz|r1,DSA-04,数据结构与算法,拓扑排序,P1,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-04|P2|code|r1,formal_phase_a_non_reading,DSA-04|P2|code|r1,DSA-04,数据结构与算法,拓扑排序,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-04|P2|doc|r1,formal_phase_a_non_reading,DSA-04|P2|doc|r1,DSA-04,数据结构与算法,拓扑排序,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-04|P2|path|r1,formal_phase_a_non_reading,DSA-04|P2|path|r1,DSA-04,数据结构与算法,拓扑排序,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-04|P2|quiz|r1,formal_phase_a_non_reading,DSA-04|P2|quiz|r1,DSA-04,数据结构与算法,拓扑排序,P2,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-04|P3|code|r1,formal_phase_a_non_reading,DSA-04|P3|code|r1,DSA-04,数据结构与算法,拓扑排序,P3,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-04|P3|doc|r1,formal_phase_a_non_reading,DSA-04|P3|doc|r1,DSA-04,数据结构与算法,拓扑排序,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-04|P3|path|r1,formal_phase_a_non_reading,DSA-04|P3|path|r1,DSA-04,数据结构与算法,拓扑排序,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|DSA-04|P3|quiz|r1,formal_phase_a_non_reading,DSA-04|P3|quiz|r1,DSA-04,数据结构与算法,拓扑排序,P3,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-01|P1|code|r1,formal_phase_a_non_reading,ML-01|P1|code|r1,ML-01,机器学习,梯度下降,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-01|P1|doc|r1,formal_phase_a_non_reading,ML-01|P1|doc|r1,ML-01,机器学习,梯度下降,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-01|P1|path|r1,formal_phase_a_non_reading,ML-01|P1|path|r1,ML-01,机器学习,梯度下降,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-01|P1|quiz|r1,formal_phase_a_non_reading,ML-01|P1|quiz|r1,ML-01,机器学习,梯度下降,P1,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-01|P2|code|r1,formal_phase_a_non_reading,ML-01|P2|code|r1,ML-01,机器学习,梯度下降,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-01|P2|doc|r1,formal_phase_a_non_reading,ML-01|P2|doc|r1,ML-01,机器学习,梯度下降,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-01|P2|path|r1,formal_phase_a_non_reading,ML-01|P2|path|r1,ML-01,机器学习,梯度下降,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-01|P2|quiz|r1,formal_phase_a_non_reading,ML-01|P2|quiz|r1,ML-01,机器学习,梯度下降,P2,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-01|P3|code|r1,formal_phase_a_non_reading,ML-01|P3|code|r1,ML-01,机器学习,梯度下降,P3,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-01|P3|doc|r1,formal_phase_a_non_reading,ML-01|P3|doc|r1,ML-01,机器学习,梯度下降,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-01|P3|path|r1,formal_phase_a_non_reading,ML-01|P3|path|r1,ML-01,机器学习,梯度下降,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-01|P3|quiz|r1,formal_phase_a_non_reading,ML-01|P3|quiz|r1,ML-01,机器学习,梯度下降,P3,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-02|P1|code|r1,formal_phase_a_non_reading,ML-02|P1|code|r1,ML-02,机器学习,决策树剪枝,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-02|P1|doc|r1,formal_phase_a_non_reading,ML-02|P1|doc|r1,ML-02,机器学习,决策树剪枝,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-02|P1|path|r1,formal_phase_a_non_reading,ML-02|P1|path|r1,ML-02,机器学习,决策树剪枝,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-02|P1|quiz|r1,formal_phase_a_non_reading,ML-02|P1|quiz|r1,ML-02,机器学习,决策树剪枝,P1,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-02|P2|code|r1,formal_phase_a_non_reading,ML-02|P2|code|r1,ML-02,机器学习,决策树剪枝,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-02|P2|doc|r1,formal_phase_a_non_reading,ML-02|P2|doc|r1,ML-02,机器学习,决策树剪枝,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-02|P2|path|r1,formal_phase_a_non_reading,ML-02|P2|path|r1,ML-02,机器学习,决策树剪枝,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-02|P2|quiz|r1,formal_phase_a_non_reading,ML-02|P2|quiz|r1,ML-02,机器学习,决策树剪枝,P2,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-02|P3|code|r1,formal_phase_a_non_reading,ML-02|P3|code|r1,ML-02,机器学习,决策树剪枝,P3,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-02|P3|doc|r1,formal_phase_a_non_reading,ML-02|P3|doc|r1,ML-02,机器学习,决策树剪枝,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-02|P3|path|r1,formal_phase_a_non_reading,ML-02|P3|path|r1,ML-02,机器学习,决策树剪枝,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-02|P3|quiz|r1,formal_phase_a_non_reading,ML-02|P3|quiz|r1,ML-02,机器学习,决策树剪枝,P3,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-03|P1|code|r1,formal_phase_a_non_reading,ML-03|P1|code|r1,ML-03,机器学习,PCA 主成分分析,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-03|P1|doc|r1,formal_phase_a_non_reading,ML-03|P1|doc|r1,ML-03,机器学习,PCA 主成分分析,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-03|P1|path|r1,formal_phase_a_non_reading,ML-03|P1|path|r1,ML-03,机器学习,PCA 主成分分析,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-03|P1|quiz|r1,formal_phase_a_non_reading,ML-03|P1|quiz|r1,ML-03,机器学习,PCA 主成分分析,P1,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-03|P2|code|r1,formal_phase_a_non_reading,ML-03|P2|code|r1,ML-03,机器学习,PCA 主成分分析,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-03|P2|doc|r1,formal_phase_a_non_reading,ML-03|P2|doc|r1,ML-03,机器学习,PCA 主成分分析,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-03|P2|path|r1,formal_phase_a_non_reading,ML-03|P2|path|r1,ML-03,机器学习,PCA 主成分分析,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-03|P2|quiz|r1,formal_phase_a_non_reading,ML-03|P2|quiz|r1,ML-03,机器学习,PCA 主成分分析,P2,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-03|P3|code|r1,formal_phase_a_non_reading,ML-03|P3|code|r1,ML-03,机器学习,PCA 主成分分析,P3,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-03|P3|doc|r1,formal_phase_a_non_reading,ML-03|P3|doc|r1,ML-03,机器学习,PCA 主成分分析,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-03|P3|path|r1,formal_phase_a_non_reading,ML-03|P3|path|r1,ML-03,机器学习,PCA 主成分分析,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-03|P3|quiz|r1,formal_phase_a_non_reading,ML-03|P3|quiz|r1,ML-03,机器学习,PCA 主成分分析,P3,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-04|P1|code|r1,formal_phase_a_non_reading,ML-04|P1|code|r1,ML-04,机器学习,K-Means 聚类,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-04|P1|doc|r1,formal_phase_a_non_reading,ML-04|P1|doc|r1,ML-04,机器学习,K-Means 聚类,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-04|P1|path|r1,formal_phase_a_non_reading,ML-04|P1|path|r1,ML-04,机器学习,K-Means 聚类,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-04|P1|quiz|r1,formal_phase_a_non_reading,ML-04|P1|quiz|r1,ML-04,机器学习,K-Means 聚类,P1,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-04|P2|code|r1,formal_phase_a_non_reading,ML-04|P2|code|r1,ML-04,机器学习,K-Means 聚类,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-04|P2|doc|r1,formal_phase_a_non_reading,ML-04|P2|doc|r1,ML-04,机器学习,K-Means 聚类,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-04|P2|path|r1,formal_phase_a_non_reading,ML-04|P2|path|r1,ML-04,机器学习,K-Means 聚类,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-04|P2|quiz|r1,formal_phase_a_non_reading,ML-04|P2|quiz|r1,ML-04,机器学习,K-Means 聚类,P2,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-04|P3|code|r1,formal_phase_a_non_reading,ML-04|P3|code|r1,ML-04,机器学习,K-Means 聚类,P3,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-04|P3|doc|r1,formal_phase_a_non_reading,ML-04|P3|doc|r1,ML-04,机器学习,K-Means 聚类,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-04|P3|path|r1,formal_phase_a_non_reading,ML-04|P3|path|r1,ML-04,机器学习,K-Means 聚类,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|ML-04|P3|quiz|r1,formal_phase_a_non_reading,ML-04|P3|quiz|r1,ML-04,机器学习,K-Means 聚类,P3,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-01|P1|code|r1,formal_phase_a_non_reading,NET-01|P1|code|r1,NET-01,计算机网络,TCP 三次握手,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-01|P1|doc|r1,formal_phase_a_non_reading,NET-01|P1|doc|r1,NET-01,计算机网络,TCP 三次握手,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-01|P1|path|r1,formal_phase_a_non_reading,NET-01|P1|path|r1,NET-01,计算机网络,TCP 三次握手,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-01|P1|quiz|r1,formal_phase_a_non_reading,NET-01|P1|quiz|r1,NET-01,计算机网络,TCP 三次握手,P1,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-01|P2|code|r1,formal_phase_a_non_reading,NET-01|P2|code|r1,NET-01,计算机网络,TCP 三次握手,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-01|P2|doc|r1,formal_phase_a_non_reading,NET-01|P2|doc|r1,NET-01,计算机网络,TCP 三次握手,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-01|P2|path|r1,formal_phase_a_non_reading,NET-01|P2|path|r1,NET-01,计算机网络,TCP 三次握手,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-01|P2|quiz|r1,formal_phase_a_non_reading,NET-01|P2|quiz|r1,NET-01,计算机网络,TCP 三次握手,P2,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-01|P3|code|r1,formal_phase_a_non_reading,NET-01|P3|code|r1,NET-01,计算机网络,TCP 三次握手,P3,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-01|P3|doc|r1,formal_phase_a_non_reading,NET-01|P3|doc|r1,NET-01,计算机网络,TCP 三次握手,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-01|P3|path|r1,formal_phase_a_non_reading,NET-01|P3|path|r1,NET-01,计算机网络,TCP 三次握手,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-01|P3|quiz|r1,formal_phase_a_non_reading,NET-01|P3|quiz|r1,NET-01,计算机网络,TCP 三次握手,P3,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-02|P1|code|r1,formal_phase_a_non_reading,NET-02|P1|code|r1,NET-02,计算机网络,拥塞控制,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-02|P1|doc|r1,formal_phase_a_non_reading,NET-02|P1|doc|r1,NET-02,计算机网络,拥塞控制,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-02|P1|path|r1,formal_phase_a_non_reading,NET-02|P1|path|r1,NET-02,计算机网络,拥塞控制,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-02|P1|quiz|r1,formal_phase_a_non_reading,NET-02|P1|quiz|r1,NET-02,计算机网络,拥塞控制,P1,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-02|P2|code|r1,formal_phase_a_non_reading,NET-02|P2|code|r1,NET-02,计算机网络,拥塞控制,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-02|P2|doc|r1,formal_phase_a_non_reading,NET-02|P2|doc|r1,NET-02,计算机网络,拥塞控制,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-02|P2|path|r1,formal_phase_a_non_reading,NET-02|P2|path|r1,NET-02,计算机网络,拥塞控制,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-02|P2|quiz|r1,formal_phase_a_non_reading,NET-02|P2|quiz|r1,NET-02,计算机网络,拥塞控制,P2,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-02|P3|code|r1,formal_phase_a_non_reading,NET-02|P3|code|r1,NET-02,计算机网络,拥塞控制,P3,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-02|P3|doc|r1,formal_phase_a_non_reading,NET-02|P3|doc|r1,NET-02,计算机网络,拥塞控制,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-02|P3|path|r1,formal_phase_a_non_reading,NET-02|P3|path|r1,NET-02,计算机网络,拥塞控制,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-02|P3|quiz|r1,formal_phase_a_non_reading,NET-02|P3|quiz|r1,NET-02,计算机网络,拥塞控制,P3,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-03|P1|code|r1,formal_phase_a_non_reading,NET-03|P1|code|r1,NET-03,计算机网络,DNS 解析过程,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-03|P1|doc|r1,formal_phase_a_non_reading,NET-03|P1|doc|r1,NET-03,计算机网络,DNS 解析过程,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-03|P1|path|r1,formal_phase_a_non_reading,NET-03|P1|path|r1,NET-03,计算机网络,DNS 解析过程,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-03|P1|quiz|r1,formal_phase_a_non_reading,NET-03|P1|quiz|r1,NET-03,计算机网络,DNS 解析过程,P1,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-03|P2|code|r1,formal_phase_a_non_reading,NET-03|P2|code|r1,NET-03,计算机网络,DNS 解析过程,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-03|P2|doc|r1,formal_phase_a_non_reading,NET-03|P2|doc|r1,NET-03,计算机网络,DNS 解析过程,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-03|P2|path|r1,formal_phase_a_non_reading,NET-03|P2|path|r1,NET-03,计算机网络,DNS 解析过程,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-03|P2|quiz|r1,formal_phase_a_non_reading,NET-03|P2|quiz|r1,NET-03,计算机网络,DNS 解析过程,P2,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-03|P3|code|r1,formal_phase_a_non_reading,NET-03|P3|code|r1,NET-03,计算机网络,DNS 解析过程,P3,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-03|P3|doc|r1,formal_phase_a_non_reading,NET-03|P3|doc|r1,NET-03,计算机网络,DNS 解析过程,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-03|P3|path|r1,formal_phase_a_non_reading,NET-03|P3|path|r1,NET-03,计算机网络,DNS 解析过程,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-03|P3|quiz|r1,formal_phase_a_non_reading,NET-03|P3|quiz|r1,NET-03,计算机网络,DNS 解析过程,P3,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-04|P1|code|r1,formal_phase_a_non_reading,NET-04|P1|code|r1,NET-04,计算机网络,HTTPS 与 TLS,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-04|P1|doc|r1,formal_phase_a_non_reading,NET-04|P1|doc|r1,NET-04,计算机网络,HTTPS 与 TLS,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-04|P1|path|r1,formal_phase_a_non_reading,NET-04|P1|path|r1,NET-04,计算机网络,HTTPS 与 TLS,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-04|P1|quiz|r1,formal_phase_a_non_reading,NET-04|P1|quiz|r1,NET-04,计算机网络,HTTPS 与 TLS,P1,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-04|P2|code|r1,formal_phase_a_non_reading,NET-04|P2|code|r1,NET-04,计算机网络,HTTPS 与 TLS,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-04|P2|doc|r1,formal_phase_a_non_reading,NET-04|P2|doc|r1,NET-04,计算机网络,HTTPS 与 TLS,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-04|P2|path|r1,formal_phase_a_non_reading,NET-04|P2|path|r1,NET-04,计算机网络,HTTPS 与 TLS,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-04|P2|quiz|r1,formal_phase_a_non_reading,NET-04|P2|quiz|r1,NET-04,计算机网络,HTTPS 与 TLS,P2,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-04|P3|code|r1,formal_phase_a_non_reading,NET-04|P3|code|r1,NET-04,计算机网络,HTTPS 与 TLS,P3,code,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-04|P3|doc|r1,formal_phase_a_non_reading,NET-04|P3|doc|r1,NET-04,计算机网络,HTTPS 与 TLS,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-04|P3|path|r1,formal_phase_a_non_reading,NET-04|P3|path|r1,NET-04,计算机网络,HTTPS 与 TLS,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
formal_phase_a_non_reading|NET-04|P3|quiz|r1,formal_phase_a_non_reading,NET-04|P3|quiz|r1,NET-04,计算机网络,HTTPS 与 TLS,P3,quiz,1,deepseek,deepseek-v4-pro,ok,false,ok
