rerating_id,rater_id,batch_id,old_triplet_id,course_name,topic,agent_id,normalized_assignment,exact_profile_matches,full_match,pairwise_correct,pairwise_order_accuracy,extreme_pair_correct,extreme_reversed,confidence,indistinguishable
LC-T-ff01226fe8e09a,R3,deepseek_unseen_doc_path,E1-T-58aaaec08bd3,操作系统,读者-写者问题与公平性,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-ccb7c0846d4b54,R3,qwen_unseen_doc_path,E1-T-4b93aac623e1,计算机网络,QUIC 与 HTTP/3,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-5c99380628dcbd,R3,qwen_unseen_doc_path,E1-T-dc8e307e2c23,数据结构与算法,哈希表冲突处理与负载因子,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-1a9f2cd8c10dc6,R3,deepseek_unseen_doc_path,E1-T-320f3d3d9617,数据结构与算法,最小生成树 Prim 算法,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-9a0e26dad9ac57,R3,qwen_unseen_doc_path,E1-T-6a8a2d5c774e,机器学习,支持向量机的间隔与核方法,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-7c222944371218,R3,deepseek_unseen_doc_path,E1-T-f6f65b744a1c,数据结构与算法,哈希表冲突处理与负载因子,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-dea15cd6556dbd,R3,deepseek_unseen_doc_path,E1-T-0ae1639b0045,操作系统,TLB 快表命中与缺失处理,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-90e78182adb361,R3,deepseek_unseen_doc_path,E1-T-e30225dd264f,计算机组成原理,Cache 写直达、写回与写分配,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-14ff154ce5df9b,R3,deepseek_unseen_doc_path,E1-T-783e15d18fd0,计算机网络,QUIC 与 HTTP/3,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-f6615646f2a8dc,R3,deepseek_unseen_doc_path,E1-T-296537ebee65,机器学习,支持向量机的间隔与核方法,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-eb7ac75583866c,R4,qwen_unseen_doc_path,E1-T-deb45af8c40c,机器学习,Bagging 与随机森林,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-28f987603ae70f,R4,qwen_unseen_doc_path,E1-T-179d8d8893ae,操作系统,读者-写者问题与公平性,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-0dfa48fae36d0f,R4,deepseek_unseen_doc_path,E1-T-af44d00cdcf8,数据结构与算法,哈希表冲突处理与负载因子,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-90e78182adb361,R4,deepseek_unseen_doc_path,E1-T-e30225dd264f,计算机组成原理,Cache 写直达、写回与写分配,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-5c99380628dcbd,R4,qwen_unseen_doc_path,E1-T-dc8e307e2c23,数据结构与算法,哈希表冲突处理与负载因子,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-7c222944371218,R4,deepseek_unseen_doc_path,E1-T-f6f65b744a1c,数据结构与算法,哈希表冲突处理与负载因子,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-ccb7c0846d4b54,R4,qwen_unseen_doc_path,E1-T-4b93aac623e1,计算机网络,QUIC 与 HTTP/3,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-f6615646f2a8dc,R4,deepseek_unseen_doc_path,E1-T-296537ebee65,机器学习,支持向量机的间隔与核方法,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-f832bc00a57527,R4,qwen_unseen_doc_path,E1-T-d47df633ceca,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-1a9f2cd8c10dc6,R4,deepseek_unseen_doc_path,E1-T-320f3d3d9617,数据结构与算法,最小生成树 Prim 算法,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-ba183a94ae92cd,R4,deepseek_unseen_doc_path,E1-T-7f573d6e9301,计算机组成原理,Cache 写直达、写回与写分配,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-aa81bbb955aa7d,R4,deepseek_unseen_doc_path,E1-T-f950096ad9b0,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-259928c9607367,R4,qwen_unseen_doc_path,E1-T-a508776ab899,计算机网络,ICMP 差错报告与 ping、traceroute,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-ff01226fe8e09a,R4,deepseek_unseen_doc_path,E1-T-58aaaec08bd3,操作系统,读者-写者问题与公平性,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-72830f97b1c9fa,R4,qwen_unseen_doc_path,E1-T-5f48b6d0eab5,计算机组成原理,Cache 写直达、写回与写分配,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-1a3912049ef355,R4,qwen_unseen_doc_path,E1-T-d8d06364c325,操作系统,TLB 快表命中与缺失处理,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-30bb71dee7025d,R4,deepseek_unseen_doc_path,E1-T-cb49a8e83e4c,机器学习,Bagging 与随机森林,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-dea15cd6556dbd,R4,deepseek_unseen_doc_path,E1-T-0ae1639b0045,操作系统,TLB 快表命中与缺失处理,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-14ff154ce5df9b,R4,deepseek_unseen_doc_path,E1-T-783e15d18fd0,计算机网络,QUIC 与 HTTP/3,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-64b432251c4076,R4,deepseek_unseen_doc_path,E1-T-841084acfc14,机器学习,支持向量机的间隔与核方法,path,P1>P2>P3,3,True,3,1.0,True,False,medium,no
LC-T-2ad9966ef413a7,R4,deepseek_unseen_doc_path,E1-T-10264783bc2e,操作系统,读者-写者问题与公平性,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-cc09f58b68a536,R4,qwen_unseen_doc_path,E1-T-64bbcda86ea2,计算机网络,QUIC 与 HTTP/3,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-35f9ebcd7faae3,R4,deepseek_unseen_doc_path,E1-T-dfb12ae0eb20,机器学习,Bagging 与随机森林,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-bbfb6fa0e2bca1,R4,deepseek_unseen_doc_path,E1-T-1c68bab2a5dd,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-b35262c26c6791,R4,qwen_unseen_doc_path,E1-T-cea165c58788,计算机网络,ICMP 差错报告与 ping、traceroute,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-811d6cf01c65b2,R4,qwen_unseen_doc_path,E1-T-374faf3a63bf,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-387e69e6ecb4a9,R4,qwen_unseen_doc_path,E1-T-854388ca67d4,数据结构与算法,最小生成树 Prim 算法,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-468501f1a177b8,R4,deepseek_unseen_doc_path,E1-T-644419bdbeff,计算机网络,ICMP 差错报告与 ping、traceroute,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-d7c0b67575f22c,R4,deepseek_unseen_doc_path,E1-T-ec8a9587c4db,计算机网络,ICMP 差错报告与 ping、traceroute,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-92e0a557138bb6,R4,qwen_unseen_doc_path,E1-T-8398ecab2f94,机器学习,Bagging 与随机森林,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-0d2a06048284d1,R4,qwen_unseen_doc_path,E1-T-8ab19499a67a,数据结构与算法,最小生成树 Prim 算法,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-ee8e9b7b993210,R4,deepseek_unseen_doc_path,E1-T-ccf4c52a25e0,操作系统,TLB 快表命中与缺失处理,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-d549d1bed3388f,R4,qwen_unseen_doc_path,E1-T-e627bc78fdfd,操作系统,读者-写者问题与公平性,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-9a0e26dad9ac57,R4,qwen_unseen_doc_path,E1-T-6a8a2d5c774e,机器学习,支持向量机的间隔与核方法,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-6948b9440be0f4,R4,qwen_unseen_doc_path,E1-T-7c72094d31eb,机器学习,支持向量机的间隔与核方法,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-4dd67f906bf202,R4,deepseek_unseen_doc_path,E1-T-c59d9984a1c4,计算机网络,QUIC 与 HTTP/3,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-e0b2ccb77fddbe,R4,qwen_unseen_doc_path,E1-T-05eee0605eb9,数据结构与算法,哈希表冲突处理与负载因子,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-f0437d6df1c8a8,R4,deepseek_unseen_doc_path,E1-T-710a2881624e,数据结构与算法,最小生成树 Prim 算法,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-0c706a4eb06246,R4,qwen_unseen_doc_path,E1-T-b0ef761217b7,操作系统,TLB 快表命中与缺失处理,path,P1>P2>P3,3,True,3,1.0,True,False,high,no
LC-T-3c7e48ab4122ab,R4,qwen_unseen_doc_path,E1-T-7b2ac1a05095,计算机组成原理,Cache 写直达、写回与写分配,doc,P1>P2>P3,3,True,3,1.0,True,False,high,no
